location,year,deaths,LEKTIKO
MUNICIPALITY OF MYKIS,2018,1,ΔΗΜΟΣ ΜΥΚΗΣ
GATE MUNICIPALITY,2018,1,ΔΗΜΟΣ ΠΥΛΗΣ
MUNICIPALITY OF AMPHIPOLIS,2018,1,ΔΗΜΟΣ ΑΜΦΙΠΟΛΗΣ
FARSALA MUNICIPALITY,2018,1,ΔΗΜΟΣ ΦΑΡΣΑΛΩΝ
MUNICIPALITY OF TYRNAVO,2018,1,ΔΗΜΟΣ ΤΥΡΝΑΒΟΥ
MUNICIPALITY OF ORHOMENOU,2018,1,ΔΗΜΟΣ ΟΡΧΟΜΕΝΟΥ
MUNICIPALITY OF SOUFLIOU,2018,1,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ
MUNICIPALITY OF SAMOTRAKI,2018,1,ΔΗΜΟΣ ΣΑΜΟΘΡΑΚΗΣ
MUNICIPALITY OF MEGALOPOLIS,2018,1,ΔΗΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ
MUNICIPALITY OF NORTH KYNOURIA,2018,1,ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ
MUNICIPALITY OF MOLOS - AGIOS KONSTANTINOUS,2018,1,ΔΗΜΟΣ ΜΩΛΟΥ - ΑΓΙΟΥ ΚΩΝΣΤΑΝ
MUNICIPALITY OF ORESTIADAS,2018,1,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ
MUNICIPALITY OF PENDELIS,2018,1,ΔΗΜΟΣ ΠΕΝΤΕΛΗΣ
SOULIOU MUNICIPALITY,2018,1,ΔΗΜΟΣ ΣΟΥΛΙΟΥ
DOMOKOU MUNICIPALITY,2018,1,ΔΗΜΟΣ ΔΟΜΟΚΟΥ
MUNICIPALITY OF VELOS - VOCHAS,2018,1,ΔΗΜΟΣ ΒΕΛΟΥ - ΒΟΧΑΣ
VRILISSI MUNICIPALITY,2018,1,ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ
POLYGYRO MUNICIPALITY,2018,1,ΔΗΜΟΣ ΠΟΛΥΓΥΡΟΥ
SIKYONIA MUNICIPALITY,2018,1,ΔΗΜΟΣ ΣΙΚΥΩΝΙΩΝ
PERAMATO MUNICIPALITY,2018,1,ΔΗΜΟΣ ΠΕΡΑΜΑΤΟΣ
DIONYSOS MUNICIPALITY,2018,1,ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ
MUNICIPALITY OF PAPAGOS - CHOLARGOS,2018,1,ΔΗΜΟΣ ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ
PETROUPOLE MUNICIPALITY,2018,1,ΔΗΜΟΣ ΠΕΤΡΟΥΠΟΛΕΩΣ
MUNICIPALITY OF NEAS MYRNIS,2018,1,ΔΗΜΟΣ ΝΕΑΣ ΣΜΥΡΝΗΣ
KORYDALLO MUNICIPALITY,2018,1,ΔΗΜΟΣ ΚΟΡΥΔΑΛΛΟΥ
MUNICIPALITY OF FILOTHEIS - PSYHIKOU,2018,1,ΔΗΜΟΣ ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ
MUNICIPALITY OF ALIMOS,2018,1,ΔΗΜΟΣ ΑΛΙΜΟΥ
MUNICIPALITY OF PHILADELPHIA - CHALKIDONOS,2018,1,ΔΗΜΟΣ ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔ
MUNICIPALITY OF ELIOUPOLE,2018,1,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ
MUNICIPALITY OF NAPOLI - SYKEON,2018,1,ΔΗΜΟΣ ΝΕΑΠΟΛΗΣ - ΣΥΚΕΩΝ
MUNICIPALITY OF PAVLO MELA,2018,1,ΔΗΜΟΣ ΠΑΥΛΟΥ ΜΕΛΑ
MUNICIPALITY OF AMAROUSIOU,2018,1,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ
MUNICIPALITY OF POGONI,2018,2,ΔΗΜΟΣ ΠΩΓΩΝΙΟΥ
AMYNTAI MUNICIPALITY,2018,2,ΔΗΜΟΣ ΑΜΥΝΤΑΙΟΥ
MUNICIPALITY OF VOIO,2018,2,ΔΗΜΟΣ ΒΟΪΟΥ
MUNICIPALITY OF GORTYNAS,2018,2,ΔΗΜΟΣ ΓΟΡΤΥΝΑΣ
MUNICIPALITY OF SOUTH KYNOURIA,2018,2,ΔΗΜΟΣ ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ
MUNICIPALITY OF ANDRITSAINAS - KRESTENON,2018,2,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕ
MUNICIPALITY OF DIOU - OLYMPOU,2018,2,ΔΗΜΟΣ ΔΙΟΥ - ΟΛΥΜΠΟΥ
MUNICIPALITY OF GORTYNIA,2018,2,ΔΗΜΟΣ ΓΟΡΤΥΝΙΑΣ
MUNICIPALITY OF ANCIENT OLYMPIA,2018,2,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ
NAOUSA MUNICIPALITY,2018,2,ΔΗΜΟΣ ΝΑΟΥΣΑΣ
MUNICIPALITY OF SOFADO,2018,2,ΔΗΜΟΣ ΣΟΦΑΔΩΝ
MUNICIPALITY OF KARPENESIOU,2018,2,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ
HERACLEIA MUNICIPALITY,2018,2,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ
MUNICIPALITY OF NESTO,2018,2,ΔΗΜΟΣ ΝΕΣΤΟΥ
ELASSONAS MUNICIPALITY,2018,2,ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ
MUNICIPALITY OF DIDYMOTEICHO,2018,2,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ
ERYMANTHOU MUNICIPALITY,2018,2,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ
KATERINIS MUNICIPALITY,2018,2,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ
DOXATO MUNICIPALITY,2018,2,ΔΗΜΟΣ ΔΟΞΑΤΟΥ
MUNICIPALITY OF EAST MANI,2018,2,ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ
MUNICIPALITY OF XYLOKASTRO - EUROSTINIS,2018,2,ΔΗΜΟΣ ΞΥΛΟΚΑΣΤΡΟΥ - ΕΥΡΩΣΤΙ
MUNICIPALITY OF XANTHI,2018,2,ΔΗΜΟΣ ΞΑΝΘΗΣ
MUNICIPALITY OF RAFINAS - PIKERMIOU,2018,2,ΔΗΜΟΣ ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ
MUNICIPALITY OF VOLOS,2018,2,ΔΗΜΟΣ ΒΟΛΟΥ
KOMOTINI MUNICIPALITY,2018,2,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ
MUNICIPALITY OF PALAI FALIRO,2018,2,ΔΗΜΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ
MUNICIPALITY OF PYLIAS - HORTIATI,2018,2,ΔΗΜΟΣ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ
MUNICIPALITY OF GREVEN,2018,3,ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ
MUNICIPALITY OF MINOA PEDIADAS,2018,3,ΔΗΜΟΣ ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ
MUNICIPALITY OF EORDIA,2018,3,ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ
MUNICIPALITY OF MAKRAKOMI,2018,3,ΔΗΜΟΣ ΜΑΚΡΑΚΩΜΗΣ
MUNICIPALITY OF ILIDAS,2018,3,ΔΗΜΟΣ ΉΛΙΔΑΣ
MUNICIPALITY OF VISALTIA,2018,3,ΔΗΜΟΣ ΒΙΣΑΛΤΙΑΣ
MUNICIPALITY OF AMFIKLIA - ELATIA,2018,3,ΔΗΜΟΣ ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ
MUNICIPALITY OF TRIKKAIA,2018,3,ΔΗΜΟΣ ΤΡΙΚΚΑΙΩΝ
MUNICIPALITY OF MANDRAS - IDYLLIAS,2018,3,ΔΗΜΟΣ ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ
MUNICIPALITY OF PELLAS,2018,3,ΔΗΜΟΣ ΠΕΛΛΑΣ
MUNICIPALITY OF KILKIS,2018,3,ΔΗΜΟΣ ΚΙΛΚΙΣ
MUNICIPALITY OF ARGOS - MYCINA,2018,3,ΔΗΜΟΣ ΆΡΓΟΥΣ - ΜΥΚΗΝΩΝ
MUNICIPALITY OF DRAMA,2018,3,ΔΗΜΟΣ ΔΡΑΜΑΣ
MUNICIPALITY OF TRANSFORMATION,2018,3,ΔΗΜΟΣ ΜΕΤΑΜΟΡΦΩΣΕΩΣ
MUNICIPALITY OF THERMI,2018,3,ΔΗΜΟΣ ΘΕΡΜΗΣ
MUNICIPALITY OF FILIS,2018,3,ΔΗΜΟΣ ΦΥΛΗΣ
MUNICIPALITY OF NEAS IONIA,2018,3,ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ
MUNICIPALITY OF NICAIA - AGIOU IOANNI RENTI,2018,3,ΔΗΜΟΣ ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝ
GLYFADA MUNICIPALITY,2018,3,ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ
MUNICIPALITY OF PISTERIOU,2018,3,ΔΗΜΟΣ ΠΕΡΙΣΤΕΡΙΟΥ
VIANNO MUNICIPALITY,2018,4,ΔΗΜΟΣ ΒΙΑΝΝΟΥ
MUNICIPALITY OF ZIRO,2018,4,ΔΗΜΟΣ ΖΗΡΟΥ
TANAGRA MUNICIPALITY,2018,4,ΔΗΜΟΣ ΤΑΝΑΓΡΑΣ
MUNICIPALITY OF SERRON,2018,4,ΔΗΜΟΣ ΣΕΡΡΩΝ
MUNICIPALITY OF KOZANI,2018,4,ΔΗΜΟΣ ΚΟΖΑΝΗΣ
MUNICIPALITY OF VERIA,2018,4,ΔΗΜΟΣ ΒΕΡΟΙΑΣ
MUNICIPALITY OF KARDITSA,2018,4,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ
MUNICIPALITY OF WEST ACHAIA,2018,4,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ
MUNICIPALITY OF VOLBI,2018,4,ΔΗΜΟΣ ΒΟΛΒΗΣ
MUNICIPALITY OF CHALKEDON,2018,4,ΔΗΜΟΣ ΧΑΛΚΗΔΟΝΟΣ
LAGKADA MUNICIPALITY,2018,4,ΔΗΜΟΣ ΛΑΓΚΑΔΑ
MUNICIPALITY OF KROPIA,2018,4,ΔΗΜΟΣ ΚΡΩΠΙΑΣ
MUNICIPALITY OF AMBELOKIPON - MENEMENE,2018,4,ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝ
MUNICIPALITY OF KERATSINIOU - DRAPETSONAS,2018,4,ΔΗΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣ
ILIUS MUNICIPALITY,2018,4,ΔΗΜΟΣ ΙΛΙΟΥ
ACHARNON MUNICIPALITY,2018,4,ΔΗΜΟΣ ΑΧΑΡΝΩΝ
MUNICIPALITY OF FLORINA,2018,5,ΔΗΜΟΣ ΦΛΩΡΙΝΑΣ
MUNICIPALITY OF MALEVIZIOU,2018,5,ΔΗΜΟΣ ΜΑΛΕΒΙΖΙΟΥ
MUNICIPALITY OF IOANNITON,2018,5,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ
MUNICIPALITY OF NAFPAKTIAS,2018,5,ΔΗΜΟΣ ΝΑΥΠΑΚΤΙΑΣ
MUNICIPALITY OF AGIA PARASKEVI,2018,5,ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
PALLINI MUNICIPALITY,2018,5,ΔΗΜΟΣ ΠΑΛΛΗΝΗΣ
MUNICIPALITY OF CHALANDRIOU,2018,5,ΔΗΜΟΣ ΧΑΛΑΝΔΡΙΟΥ
MUNICIPALITY OF AGION ARANGYRO - KAMATERO,2018,5,ΔΗΜΟΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜ
MUNICIPALITY OF MOSCHATO - TAVROU,2018,5,ΔΗΜΟΣ ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ
MUNICIPALITY OF SINDIKI,2018,6,ΔΗΜΟΣ ΣΙΝΤΙΚΗΣ
MUNICIPALITY OF SPARTIS,2018,6,ΔΗΜΟΣ ΣΠΑΡΤΗΣ
HAIDARIO MUNICIPALITY,2018,6,ΔΗΜΟΣ ΧΑΪΔΑΡΙΟΥ
MUNICIPALITY OF KIFISIA,2018,6,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ
AEGALEO MUNICIPALITY,2018,6,ΔΗΜΟΣ ΑΙΓΑΛΕΩ
MUNICIPALITY OF RETHYMNI,2018,7,ΔΗΜΟΣ ΡΕΘΥΜΝΗΣ
MUNICIPALITY OF KALAMATA,2018,7,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ
PAIONIA MUNICIPALITY,2018,8,ΔΗΜΟΣ ΠΑΙΟΝΙΑΣ
MUNICIPALITY OF LARISAI,2018,8,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ
MUNICIPALITY OF THESSALONIKI,2018,8,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ
OROPOU MUNICIPALITY,2018,9,ΔΗΜΟΣ ΩΡΩΠΟΥ
MUNICIPALITY OF KALLITHEAS,2018,9,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ
ASPROPYRGO MUNICIPALITY,2018,13,ΔΗΜΟΣ ΑΣΠΡΟΠΥΡΓΟΥ
MUNICIPALITY OF PATREA,2018,16,ΔΗΜΟΣ ΠΑΤΡΕΩΝ
MUNICIPALITY OF ATHENS,2018,19,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ
MUNICIPALITY OF KONICSA,2019,0,ΔΗΜΟΣ ΚΟΝΙΤΣΑΣ
MUNICIPALITY OF CENTRAL ZOUMERKI,2019,0,ΔΗΜΟΣ ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ
MUNICIPALITY OF ZACHAROS,2019,0,ΔΗΜΟΣ ΖΑΧΑΡΩΣ
MUNICIPALITY OF SFAKIA,2019,0,ΔΗΜΟΣ ΣΦΑΚΙΩΝ
MUNICIPALITY OF DESKATIS,2019,0,ΔΗΜΟΣ ΔΕΣΚΑΤΗΣ
DODONIS MUNICIPALITY,2019,0,ΔΗΜΟΣ ΔΩΔΩΝΗΣ
MUNICIPALITY OF ANDRITSAINAS - KRESTENON,2019,0,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕ
DOXATO MUNICIPALITY,2019,0,ΔΗΜΟΣ ΔΟΞΑΤΟΥ
MUNICIPALITY OF MYKIS,2019,0,ΔΗΜΟΣ ΜΥΚΗΣ
MUNICIPALITY OF NORTH ZOUMERKA,2019,0,ΔΗΜΟΣ ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ
LAKE PLASTIRA MUNICIPALITY,2019,0,ΔΗΜΟΣ ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ
MUNICIPALITY OF GORTYNIA,2019,0,ΔΗΜΟΣ ΓΟΡΤΥΝΙΑΣ
MUNICIPALITY OF EAST MANI,2019,0,ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ
MUNICIPALITY OF NEAS ZIKNIS,2019,0,ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ
MUNICIPALITY OF NEMEA,2019,0,ΔΗΜΟΣ ΝΕΜΕΑΣ
MUNICIPALITY OF EDESSA,2019,0,ΔΗΜΟΣ ΕΔΕΣΣΑΣ
MUNICIPALITY OF EICHALIA,2019,0,ΔΗΜΟΣ ΟΙΧΑΛΙΑΣ
DOMOKOU MUNICIPALITY,2019,0,ΔΗΜΟΣ ΔΟΜΟΚΟΥ
PROSOTSANI MUNICIPALITY,2019,0,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ
MUNICIPALITY OF GREVEN,2019,0,ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ
MUNICIPALITY OF KARPENESIOU,2019,0,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ
MUNICIPALITY OF VISALTIA,2019,0,ΔΗΜΟΣ ΒΙΣΑΛΤΙΑΣ
MUNICIPALITY OF ORHOMENOU,2019,0,ΔΗΜΟΣ ΟΡΧΟΜΕΝΟΥ
FARCADONAS MUNICIPALITY,2019,0,ΔΗΜΟΣ ΦΑΡΚΑΔΟΝΑΣ
MUNICIPALITY OF SOUTH KYNOURIA,2019,0,ΔΗΜΟΣ ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ
MOUZAKI MUNICIPALITY,2019,0,ΔΗΜΟΣ ΜΟΥΖΑΚΙΟΥ
MUNICIPALITY OF DIDYMOTEICHO,2019,0,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ
ERYMANTHOU MUNICIPALITY,2019,0,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ
MUNICIPALITY OF SAMOTRAKI,2019,0,ΔΗΜΟΣ ΣΑΜΟΘΡΑΚΗΣ
MUNICIPALITY OF MAKRAKOMI,2019,0,ΔΗΜΟΣ ΜΑΚΡΑΚΩΜΗΣ
MUNICIPALITY OF SOUFLIOU,2019,0,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ
MUNICIPALITY OF PENDELIS,2019,0,ΔΗΜΟΣ ΠΕΝΤΕΛΗΣ
SKYDRA MUNICIPALITY,2019,0,ΔΗΜΟΣ ΣΚΥΔΡΑΣ
KORYDALLO MUNICIPALITY,2019,0,ΔΗΜΟΣ ΚΟΡΥΔΑΛΛΟΥ
MUNICIPALITY OF DAFNIS - YMITTOU,2019,0,ΔΗΜΟΣ ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ
MUNICIPALITY OF KAESARIANI,2019,0,ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ
MUNICIPALITY OF PAPAGOS - CHOLARGOS,2019,0,ΔΗΜΟΣ ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ
PETROUPOLE MUNICIPALITY,2019,0,ΔΗΜΟΣ ΠΕΤΡΟΥΠΟΛΕΩΣ
BYRON MUNICIPALITY,2019,0,ΔΗΜΟΣ ΒΥΡΩΝΟΣ
MUNICIPALITY OF GALATSIOU,2019,0,ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ
MUNICIPALITY OF FILOTHEIS - PSYHIKOU,2019,0,ΔΗΜΟΣ ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ
MUNICIPALITY OF AGIOS DIMITRIOS,2019,0,ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
MUNICIPALITY OF TRANSFORMATION,2019,0,ΔΗΜΟΣ ΜΕΤΑΜΟΡΦΩΣΕΩΣ
MUNICIPALITY OF GEORGIOU KARAISKAKI,2019,1,ΔΗΜΟΣ ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ
MUNICIPALITY OF KATO NEUROKOPIOU,2019,1,ΔΗΜΟΣ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ
EMMANUEL PAPPA MUNICIPALITY,2019,1,ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ
METSOVO MUNICIPALITY,2019,1,ΔΗΜΟΣ ΜΕΤΣΟΒΟΥ
MUNICIPALITY OF GORTYNAS,2019,1,ΔΗΜΟΣ ΓΟΡΤΥΝΑΣ
GATE MUNICIPALITY,2019,1,ΔΗΜΟΣ ΠΥΛΗΣ
MUNICIPALITY OF MARONEIA - SAPON,2019,1,ΔΗΜΟΣ ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ
MUNICIPALITY OF ANCIENT OLYMPIA,2019,1,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ
MUNICIPALITY OF KALAVRYTON,2019,1,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ
SOULIOU MUNICIPALITY,2019,1,ΔΗΜΟΣ ΣΟΥΛΙΟΥ
MUNICIPALITY OF POGONI,2019,1,ΔΗΜΟΣ ΠΩΓΩΝΙΟΥ
ELASSONAS MUNICIPALITY,2019,1,ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ
MUNICIPALITY OF ARCHANA - ASTEROUSIA,2019,1,ΔΗΜΟΣ ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ
MUNICIPALITY OF NESTO,2019,1,ΔΗΜΟΣ ΝΕΣΤΟΥ
MUNICIPALITY OF AMFIKLIA - ELATIA,2019,1,ΔΗΜΟΣ ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ
MUNICIPALITY OF SERBIA - VELVENTOU,2019,1,ΔΗΜΟΣ ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ
MUNICIPALITY OF ELEFSINA,2019,1,ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ
MUNICIPALITY OF MINOA PEDIADAS,2019,1,ΔΗΜΟΣ ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ
MUNICIPALITY OF MEGALOPOLIS,2019,1,ΔΗΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ
NAOUSA MUNICIPALITY,2019,1,ΔΗΜΟΣ ΝΑΟΥΣΑΣ
MUNICIPALITY OF TYRNAVO,2019,1,ΔΗΜΟΣ ΤΥΡΝΑΒΟΥ
MUNICIPALITY OF LARISAI,2019,1,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ
MUNICIPALITY OF TRIKKAIA,2019,1,ΔΗΜΟΣ ΤΡΙΚΚΑΙΩΝ
MUNICIPALITY OF LYKOVRYSIS - PEFKI,2019,1,ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ
VRILISSI MUNICIPALITY,2019,1,ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ
MUNICIPALITY OF NEAS MYRNIS,2019,1,ΔΗΜΟΣ ΝΕΑΣ ΣΜΥΡΝΗΣ
DIONYSOS MUNICIPALITY,2019,1,ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ
PAIONIA MUNICIPALITY,2019,1,ΔΗΜΟΣ ΠΑΙΟΝΙΑΣ
MUNICIPALITY OF PALAI FALIRO,2019,1,ΔΗΜΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ
MUNICIPALITY OF PHILADELPHIA - CHALKIDONOS,2019,1,ΔΗΜΟΣ ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔ
MUNICIPALITY OF NAPOLI - SYKEON,2019,1,ΔΗΜΟΣ ΝΕΑΠΟΛΗΣ - ΣΥΚΕΩΝ
MUNICIPALITY OF FILIS,2019,1,ΔΗΜΟΣ ΦΥΛΗΣ
MUNICIPALITY OF AGION ARANGYRO - KAMATERO,2019,1,ΔΗΜΟΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜ
MUNICIPALITY OF NEAS IONIA,2019,1,ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ
MUNICIPALITY OF AGRAFA,2019,2,ΔΗΜΟΣ ΑΓΡΑΦΩΝ
MUNICIPALITY OF FLORINA,2019,2,ΔΗΜΟΣ ΦΛΩΡΙΝΑΣ
MUNICIPALITY OF ALIARTOU,2019,2,ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ
MUNICIPALITY OF ZIRO,2019,2,ΔΗΜΟΣ ΖΗΡΟΥ
THERMOU MUNICIPALITY,2019,2,ΔΗΜΟΣ ΘΕΡΜΟΥ
FARSALA MUNICIPALITY,2019,2,ΔΗΜΟΣ ΦΑΡΣΑΛΩΝ
MUNICIPALITY OF KASTORIA,2019,2,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ
MESSINA MUNICIPALITY,2019,2,ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ
PALAMA MUNICIPALITY,2019,2,ΔΗΜΟΣ ΠΑΛΑΜΑ
MUNICIPALITY OF SINDIKI,2019,2,ΔΗΜΟΣ ΣΙΝΤΙΚΗΣ
MUNICIPALITY OF ORESTIADAS,2019,2,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ
MUNICIPALITY OF KALAMPAKAS,2019,2,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ
MUNICIPALITY OF SPARTIS,2019,2,ΔΗΜΟΣ ΣΠΑΡΤΗΣ
MUNICIPALITY OF MALEVIZIOU,2019,2,ΔΗΜΟΣ ΜΑΛΕΒΙΖΙΟΥ
MUNICIPALITY OF XYLOKASTRO - EUROSTINIS,2019,2,ΔΗΜΟΣ ΞΥΛΟΚΑΣΤΡΟΥ - ΕΥΡΩΣΤΙ
MUNICIPALITY OF RAFINAS - PIKERMIOU,2019,2,ΔΗΜΟΣ ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ
MUNICIPALITY OF VELOS - VOCHAS,2019,2,ΔΗΜΟΣ ΒΕΛΟΥ - ΒΟΧΑΣ
ASPROPYRGO MUNICIPALITY,2019,2,ΔΗΜΟΣ ΑΣΠΡΟΠΥΡΓΟΥ
MUNICIPALITY OF IOANNITON,2019,2,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ
MUNICIPALITY OF NAFPAKTIAS,2019,2,ΔΗΜΟΣ ΝΑΥΠΑΚΤΙΑΣ
MUNICIPALITY OF WEST ACHAIA,2019,2,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ
MUNICIPALITY OF KILKIS,2019,2,ΔΗΜΟΣ ΚΙΛΚΙΣ
MUNICIPALITY OF PELLAS,2019,2,ΔΗΜΟΣ ΠΕΛΛΑΣ
ZOGRAFOU MUNICIPALITY,2019,2,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ
MUNICIPALITY OF AMBELOKIPON - MENEMENE,2019,2,ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝ
MUNICIPALITY OF KORDELIOU - EVOSMOS,2019,2,ΔΗΜΟΣ ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ
MUNICIPALITY OF ARGITHEAS,2019,3,ΔΗΜΟΣ ΑΡΓΙΘΕΑΣ
MUNICIPALITY OF EORDIA,2019,3,ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ
MUNICIPALITY OF DIOU - OLYMPOU,2019,3,ΔΗΜΟΣ ΔΙΟΥ - ΟΛΥΜΠΟΥ
MUNICIPALITY OF ZITSAS,2019,3,ΔΗΜΟΣ ΖΙΤΣΑΣ
MUNICIPALITY OF MANDRAS - IDYLLIAS,2019,3,ΔΗΜΟΣ ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ
ALMOPIA MUNICIPALITY,2019,3,ΔΗΜΟΣ ΑΛΜΩΠΙΑΣ
MUNICIPALITY OF IASMO,2019,3,ΔΗΜΟΣ ΙΑΣΜΟΥ
